"Id","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","Target"
579,3,"5",NA,NA,0,450,1,"1","4",3,0,NA,NA,5350,0,0,263,1,"14",1306,2,"3","2","5",0,NA,"3","2","2","6",0,NA,"4","2",0,0,"1",NA,728,"3","4",55,"4","2","5","3",0,30,"4",2.23458221770592,"3","2","4",728,NA,"11","1",0,1966,"1",36,1306,6,"6","3",0,"2",0,0,"4",28622500,0,"9",5,2010,"5","2",0,"3",0,1940,"1","4",76500
580,3,"5","5",NA,685,0,1,"1","6",8,51,"3","2",15611,840,1,0,2,"13",1919,5,"3","2","7",0,"3","3",NA,"3","6",1,2006,"4","2",0,0,"1","2",1079,NA,"3",120,"4","2","5","3",0,60,"3",0.160087467397652,"6","2","1",1079,NA,"14","1",2,2006,"4",64,1079,8,"6","2",0,"3",0,0,"5",243703321,0,"7",7,2006,"6","2",0,"3",0,2006,"1","4",233230
581,3,"5","5",NA,484,0,1,"1","6",5,0,"5","6",8800,0,0,0,2,"7",1040,7,"3","2","7",288,NA,"3",NA,"2","5",0,1977,"4","2",0,0,"1","3",1040,NA,"3",61,"4","2","5","3",532,20,"4",283024.451732424,"3","2","3",364,NA,"7","5",2,2008,"1",25,1040,5,"4","1",0,"3",144,0,"5",77440000,0,"9",9,2009,"5","2",0,"3",0,1977,"1","4",150500
582,1,"5","5",NA,420,0,1,"5","6",6,0,"5","2",4435,0,0,140,1,"13",848,5,"3","2","7",0,NA,"2",NA,"3","6",0,2003,"4","2",0,0,"1","1",848,NA,"3",NA,"5","2","5","3",685,120,"3",469225.743203375,"3","2","1",163,NA,"14","1",2,2004,"4",16,848,4,"3","1",0,"3",0,1,"5",19669225,170,"9",6,2009,"5","2",0,"3",0,2003,"1","4",144000
583,3,"5","5",NA,467,0,1,"1","17",6,0,"5","2",12546,0,0,0,2,"9",1440,7,"3","2","7",0,"5","2",NA,"2","6",1,1981,"4","2",0,0,"1","1",1440,NA,"3",NA,"4","2","1","3",678,20,"3",459683.204190996,"3","2","4",762,NA,"9","1",2,1981,"1",49,1440,7,"2","2",0,"3",0,0,"3",157402116,310,"9",4,2007,"5","2",99,"3",0,1981,"1","4",182900
584,3,"5","5",NA,786,0,1,"1","16",10,48,"5","2",12456,0,0,216,2,"6",1718,5,"3","2","7",0,"3","4",NA,"3","6",1,2008,"4","2",0,0,"1","1",1700,NA,"1",96,"4","2","3","3",1172,20,"1",1373584.68371171,"3","4","2",528,NA,"6","1",3,2007,"4",49,1718,7,"3","2",0,"1",0,1,"5",155151936,230,"9",7,2009,"5","2",0,"3",0,2006,"1","4",337500
585,2,"1","5",NA,280,0,1,"1","4",5,0,"5","6",6380,0,0,0,1,"9",1048,6,"3","2","7",0,"3","3",NA,"1","6",1,1922,"4","2",0,0,"1","3",993,NA,"4",58,"5","2","5","3",0,45,"4",-0.0778144022334434,"2","2","4",993,NA,"9","5",1,1950,"4",25,1048,5,"6","1",0,"4",0,0,"5",40704400,0,"9",8,2006,"5","2",116,"3",0,1922,"1","1",113000
586,3,"5","5",NA,264,0,1,"1","13",6,0,"5","2",10482,0,0,224,1,"13",1138,8,"3","2","7",0,NA,"2","4","2","6",0,1958,"4","2",0,0,"1","2",588,NA,"4",65,"4","2","5","3",507,80,"4",257049.407693272,"8","4","1",81,NA,"14","1",1,1958,"4",36,1138,6,"3","1",1,"4",0,0,"3",109872324,63,"9",6,2007,"5","2",0,"3",0,1958,"1","4",145000
587,3,"5","5",NA,380,0,1,"5","8",7,40,"5","6",3363,732,0,0,2,"13",1708,5,"3","2","1",0,NA,"4",NA,"3","6",0,2004,"4","2",0,0,"1","3",976,NA,"3",32,"5","2","5","3",0,160,"3",-0.517908648633543,"6","2","4",976,NA,"14","1",2,2004,"4",49,976,7,"6","2",0,"3",0,0,"5",11309769,117,"9",4,2006,"5","2",0,"3",0,2004,"1","4",130000
588,5,"5","5",NA,766,0,2,"3","12",7,0,"5","1",11070,0,0,0,3,"13",1959,5,"3","2","7",0,NA,"2",NA,"2","6",0,1989,"4","2",0,0,"1","3",1907,NA,"4",82,"4","2","5","3",0,90,"4",-1.91856884094581,"3","2","4",1907,NA,"14","3",3,1989,"4",81,1959,9,"6","2",0,"4",0,0,"5",122544900,70,"9",7,2006,"4","2",0,"3",0,1988,"1","4",171000
589,4,"5","5",NA,540,0,1,"1","17",6,69,"3","2",9120,933,1,0,2,"7",1876,6,"3","2","7",0,"5","2",NA,"2","6",1,1974,"4","2",0,0,"1","2",901,NA,"4",76,"4","2","5","3",442,60,"3",195363.863670407,"6","4","4",459,NA,"7","5",2,1974,"4",64,943,8,"1","1",0,"3",0,0,"5",83174400,270,"9",7,2008,"5","2",0,"3",0,1974,"1","4",185000
590,2,"5","5","2",530,0,1,"5","21",7,158,"5","2",4282,0,0,156,2,"9",1391,5,"3","2","7",0,NA,"3",NA,"3","6",0,2004,"4","2",0,0,"1","2",1391,NA,"3",59,"2","2","5","3",16,120,"3",256.83886940607,"3","2","3",1375,NA,"9","1",2,2004,"2",25,1391,5,"3","3",0,"3",0,0,"5",18335524,0,"9",7,2008,"5","2",0,"3",0,2004,"1","4",196000
591,3,"5","5",NA,576,0,1,"1","13",5,32,"5","6",7200,0,0,222,1,"14",900,7,"3","2","7",0,NA,"3",NA,"2","5",0,2005,"4","2",0,0,"1","3",900,NA,"4",60,"4","2","1","3",234,20,"4",54754.8765950176,"3","2","3",180,NA,"15","5",2,2000,"4",25,900,5,"2","2",1,"3",486,0,"5",51840000,0,"9",5,2010,"5","2",0,"3",0,1951,"1","4",134800
592,2,"5","5",NA,312,0,1,"1","8",6,0,"5","3",11512,0,0,0,1,"10",1357,7,"3","2","7",163,"3","2","1","2","6",1,1959,"4","2",0,0,"1","2",1019,NA,"4",124,"4","2","1","3",719,80,"4",516961.018014461,"8","2","1",300,NA,"11","3",1,2006,"1",25,1357,5,"1","1",0,"1",0,1,"5",132526144,84,"9",5,2008,"5","2",0,"3",0,1959,"1","4",177000
593,3,"5",NA,"1",0,0,1,"1","18",4,160,NA,NA,8800,348,0,0,1,"14",1140,7,"1","2","4",0,NA,"3",NA,"1","6",0,NA,"4","2",0,0,"1",NA,576,NA,"4",55,"5","2","1","3",0,50,"4",-0.348150184102064,"1","2","4",576,NA,"15","3",0,2004,"4",49,792,7,"6","2",0,"4",0,0,"5",77440000,0,"9",6,2010,"5","2",0,"3",0,1910,"1","1",96500
594,3,"5","5",NA,429,0,1,"1","9",6,0,"5","2",15578,728,1,0,2,"13",1456,5,"3","2","7",0,NA,"3",NA,"3","6",0,2006,"4","2",0,0,"1","2",728,NA,"3",105,"4","2","1","3",0,60,"3",0.253632899264297,"6","2","4",728,NA,"14","3",2,2006,"1",64,728,8,"6","2",0,"4",0,0,"5",242674084,0,"7",5,2006,"6","2",0,"3",0,2006,"1","4",172785
595,1,"5","5",NA,565,0,1,"5","22",8,0,"5","2",5814,0,0,63,1,"7",1360,5,"3","2","7",0,"1","3",NA,"2","6",1,1984,"4","2",0,0,"1","2",1220,NA,"3",NA,"4","2","2","3",1036,120,"3",1073295.90389794,"3","2","1",184,NA,"7","3",2,1984,"1",16,1360,4,"3","1",0,"3",0,1,"5",33802596,0,"1",8,2009,"1","2",0,"3",0,1984,"1","4",187500
596,4,"5","5",NA,400,0,1,"1","23",6,0,"5","6",12155,672,0,0,2,"14",1482,8,"2","1","7",0,NA,"3",NA,"1","6",0,1934,"4","2",0,0,"1","3",672,NA,"4",NA,"3","2","5","3",156,70,"4",24336.1603251028,"6","2","4",516,NA,"15","5",1,1950,"1",49,810,7,"2","2",0,"2",0,0,"5",147744025,0,"9",3,2008,"5","2",254,"3",0,1925,"1","4",140000
597,4,"5","5",NA,590,0,1,"1","14",7,40,"5","2",13346,1129,1,0,2,"7",2295,5,"3","2","7",0,"5","3",NA,"3","6",1,1992,"4","2",0,0,"1","2",1095,NA,"3",NA,"4","2","2","3",728,60,"3",529982.786534156,"6","2","4",367,NA,"7","1",2,2000,"1",81,1166,9,"3","1",0,"3",0,1,"5",178115716,0,"9",7,2006,"5","2",0,"3",0,1992,"1","4",268000
598,2,"1","5",NA,280,0,1,"2","8",4,0,"5","6",12180,252,0,0,1,"9",924,4,"3","1","7",0,NA,"3","3","1","6",0,1941,"4","2",0,0,"1","3",672,NA,"3",60,"4","2","5","3",348,190,"4",121106.170839378,"1","2","4",324,NA,"9","2",1,1950,"4",25,672,5,"2","1",0,"2",0,1,"2",148352400,0,"9",7,2010,"5","4",0,"3",0,1941,"1","4",80000
599,1,"5","5",NA,420,0,1,"5","6",6,0,"5","2",4435,0,0,140,1,"13",848,5,"3","2","7",0,NA,"2",NA,"3","6",0,2003,"4","2",0,0,"1","1",848,NA,"3",37,"5","2","5","3",686,120,"3",470595.558187823,"3","2","1",162,NA,"14","1",2,2003,"4",9,848,3,"3","1",0,"3",0,1,"5",19669225,170,"9",3,2008,"5","2",0,"3",0,2003,"1","4",136500
600,3,"5","5",NA,216,0,1,"1","23",7,50,"5","6",6292,600,0,0,2,"14",1477,7,"3","2","7",0,"3","3",NA,"1","6",1,1928,"4","2",0,0,"1","3",861,NA,"4",52,"4","2","5","3",0,50,"4",1.21492328689709,"1","2","4",861,NA,"15","3",1,1950,"4",36,877,6,"6","2",1,"4",0,0,"5",39589264,0,"9",8,2009,"5","2",0,"3",0,1928,"1","4",145000
601,3,"5","5",NA,476,0,1,"1","20",6,46,"5","2",9206,755,1,192,2,"7",1732,5,"3","2","7",0,"5","2",NA,"2","6",1,1985,"4","2",0,0,"1","1",741,NA,"3",77,"4","2","5","3",0,60,"3",0.990745761853933,"6","2","4",741,NA,"7","5",2,1985,"4",49,977,7,"6","1",0,"3",0,0,"5",84750436,336,"9",6,2010,"5","2",0,"3",0,1985,"1","4",178000
602,3,"5","5",NA,288,0,1,"1","19",5,0,"5","2",6173,0,0,0,1,"7",902,6,"3","2","7",0,NA,"2","3","2","6",0,1967,"4","2",0,0,"1","3",876,NA,"4",NA,"4","2","5","3",599,20,"4",358799.964317944,"3","2","4",277,NA,"15","5",1,1967,"1",36,902,6,"3","2",0,"4",0,0,"5",38105929,75,"9",8,2007,"5","2",0,"3",0,1967,"1","4",125500
603,3,"5","5",NA,420,0,1,"1","9",6,63,"5","2",7685,804,1,190,2,"7",1501,5,"3","2","7",0,"5","2",NA,"3","6",1,1993,"4","2",0,0,"1","1",697,NA,"3",NA,"4","2","5","3",518,60,"4",268326.366002416,"6","2","4",179,NA,"7","3",2,1994,"1",36,697,6,"1","3",0,"3",0,0,"5",59059225,112,"9",5,2006,"5","2",0,"3",0,1993,"1","4",165600
604,3,"5",NA,NA,0,0,1,"1","12",5,28,NA,NA,10712,0,0,0,1,"7",974,5,"3","2","7",0,NA,"3","3","3","6",0,NA,"4","2",0,0,"1",NA,974,NA,"3",63,"4","2","5","3",212,20,"4",44943.5291035575,"3","2","3",762,NA,"7","5",0,1992,"4",25,974,5,"2","3",0,"4",0,0,"5",114746944,0,"8",9,2007,"1","2",0,"3",0,1991,"1","4",93500
605,3,"5","5",NA,550,0,1,"1","17",7,113,"5","2",12384,793,1,0,2,"10",1935,7,"3","2","7",0,"5","2",NA,"2","6",1,1976,"4","2",0,0,"1","2",793,NA,"3",NA,"4","2","2","3",0,60,"4",-0.59059914523469,"6","2","4",793,NA,"11","5",2,1976,"4",49,1142,7,"6","1",0,"4",0,0,"5",153363456,233,"9",11,2007,"5","2",252,"3",0,1976,"1","4",197900
606,4,"5","5",NA,510,0,1,"1","24",7,40,"5","4",11316,1070,1,0,2,"13",1894,5,"3","2","7",0,"3","2",NA,"3","6",1,2002,"4","2",0,0,"1","1",817,NA,"3",80,"4","2","1","3",624,60,"3",389375.756589131,"6","2","4",193,NA,"14","1",2,2003,"4",64,824,8,"3","1",0,"3",0,1,"5",128051856,44,"9",2,2010,"5","2",0,"3",0,2002,"1","4",214900
607,2,"5","5","2",480,0,1,"5","21",7,166,"5","6",3180,600,1,0,2,"9",1200,5,"3","2","7",0,NA,"3",NA,"3","6",0,2005,"4","2",0,80,"1","2",600,NA,"3",30,"2","2","5","3",0,160,"3",0.545518199741969,"6","2","4",600,NA,"9","1",2,2005,"4",16,520,4,"6","3",0,"3",0,0,"5",10112400,0,"9",4,2006,"1","2",0,"3",0,2005,"1","4",144152
608,3,"5","5",NA,726,0,1,"1","16",9,0,"5","4",13688,1096,1,400,2,"13",2668,5,"3","2","7",0,"3","2",NA,"3","6",2,2003,"4","2",0,0,"1","1",1572,NA,"1",110,"4","2","5","3",1016,60,"3",1032255.92391049,"6","2","1",556,NA,"14","1",3,2004,"1",100,1572,10,"3","1",0,"1",0,1,"5",187361344,664,"9",3,2008,"5","2",0,"3",0,2003,"1","4",412500
609,3,"5","5",NA,270,0,1,"1","13",5,0,"5","2",10634,0,0,66,1,"9",1319,6,"3","2","4",0,NA,"3","2","3","4",0,1953,"4","2",0,0,"1","3",608,NA,"4",79,"4","2","5","3",428,20,"4",183181.422637724,"3","2","4",0,NA,"9","5",1,1953,"4",25,1319,5,"2","3",0,"4",180,1,"5",113081956,0,"9",11,2009,"5","2",0,"3",0,1953,"1","4",123000
610,4,"5","5",NA,462,0,1,"1","14",8,82,"5","2",16059,1116,1,127,2,"7",2417,5,"3","2","7",0,"5","2",NA,"2","6",1,1991,"4","2",0,0,"1","3",1288,NA,"3",121,"4","2","1","3",0,60,"3",0.116212462663558,"6","4","4",1288,NA,"7","1",2,1992,"4",81,1301,9,"6","3",0,"3",0,0,"5",257891481,284,"9",4,2006,"5","2",0,"3",0,1991,"1","4",260000
611,4,"5","5",NA,844,0,1,"1","14",8,78,"5","2",10120,1323,1,309,2,"13",2526,5,"3","2","7",0,"5","2",NA,"3","6",1,1994,"4","2",0,0,"1","2",1165,NA,"3",92,"4","2","5","3",740,60,"3",547598.829222678,"6","4","4",425,NA,"14","1",3,1994,"4",64,1203,8,"3","2",0,"3",0,1,"5",102414400,391,"9",12,2006,"5","2",0,"3",0,1994,"1","4",290000
612,2,"5","5",NA,774,0,1,"1","16",8,66,"5","2",12444,0,0,0,2,"13",1932,5,"3","2","7",0,"3","4",NA,"3","6",1,2008,"4","2",0,0,"1","1",1932,NA,"1",96,"4","2","3","3",1336,20,"1",1784895.93467656,"3","4","1",596,NA,"14","1",3,2008,"4",49,1932,7,"3","2",0,"1",0,1,"5",154853136,426,"7",11,2008,"6","2",0,"3",304,2008,"1","4",394617
613,3,"5","5",NA,461,0,1,"1","13",5,0,"5","2",9300,0,0,0,1,"9",1264,5,"3","2","7",143,"3","2",NA,"2","6",2,1960,"4","2",0,0,"1","3",1268,NA,"4",73,"4","2","5","2",697,20,"4",485809.087416033,"3","2","4",571,NA,"7","5",2,1960,"4",36,1264,6,"5","2",0,"4",0,1,"5",86490000,324,"9",4,2010,"5","2",0,"3",0,1960,"1","4",167500
614,3,"5","5",NA,294,0,1,"1","13",5,0,"5","2",8400,0,0,250,1,"9",1314,6,"3","2","7",0,NA,"3",NA,"2","6",0,1957,"4","2",0,0,"1","2",1314,NA,"4",70,"4","2","5","3",922,20,"4",850085.490697246,"3","2","4",392,NA,"9","5",1,1957,"4",25,1314,5,"5","2",0,"4",0,1,"3",70560000,0,"9",6,2010,"5","2",0,"3",0,1957,"1","4",145000
615,3,"2","5","1",280,0,1,"1","10",7,0,"5","2",7449,0,0,0,1,"14",1108,7,"1","2","7",0,"3","3","1","3","6",1,1930,"1","2",0,0,"1","3",637,NA,"4",57,"5","2","5","3",0,45,"4",-0.113209462824378,"2","2","4",637,NA,"15","1",1,1950,"4",36,1108,6,"6","3",0,"3",0,0,"5",55487601,0,"9",6,2007,"5","2",205,"3",0,1930,"1","4",139400
616,3,"5","5",NA,857,0,1,"1","12",8,59,"5","2",13265,0,0,150,2,"6",1689,5,"3","2","7",0,"3","2",NA,"3","6",2,2002,"4","2",0,0,"1","2",1568,NA,"3",NA,"4","2","2","3",1218,20,"3",1483524.84553178,"3","4","4",350,NA,"6","1",3,2002,"1",49,1689,7,"3","2",0,"3",0,1,"5",175960225,148,"9",7,2008,"5","2",0,"3",0,2002,"1","4",271000
617,3,"5","5",NA,576,0,1,"1","13",5,17,"5","6",9830,0,0,364,1,"14",1287,7,"3","2","7",182,"3","3",NA,"2","5",1,1997,"4","2",0,0,"1","1",1063,NA,"4",NA,"4","2","1","3",72,20,"4",5183.0534563527,"3","2","4",733,NA,"15","1",2,2006,"1",49,1287,7,"1","3",0,"3",258,1,"3",96628900,0,"9",3,2010,"5","2",0,"3",0,1959,"1","4",162000
618,3,"5","5",NA,472,0,1,"1","9",6,38,"5","2",10852,712,1,0,2,"13",1671,5,"3","2","7",0,"5","3",NA,"3","6",1,2000,"4","2",0,0,"1","1",959,NA,"3",58,"4","2","5","7",786,60,"4",617795.639837416,"6","2","4",173,NA,"14","1",2,2000,"1",49,959,7,"3","3",0,"4",0,1,"5",117765904,0,"9",2,2006,"5","2",0,"3",0,2000,"1","4",173000
619,3,"5","5",NA,647,0,1,"1","6",8,87,"5","2",9375,885,1,192,2,"13",2169,5,"3","2","7",0,"3","2",NA,"3","6",1,2002,"4","2",0,0,"1","2",1284,NA,"3",NA,"4","2","5","3",0,60,"3",0.0295593306354849,"6","2","4",1284,NA,"14","1",2,2002,"4",49,1284,7,"6","3",0,"3",0,0,"5",87890625,149,"9",8,2007,"5","2",0,"3",0,2002,"1","4",228500
620,2,"5","5",NA,660,0,1,"1","18",5,0,"5","6",12358,0,1,237,1,"9",1382,6,"3","2","7",0,NA,"3",NA,"2","6",0,1991,"4","2",0,528,"1","3",720,NA,"4",NA,"5","2","5","2",360,50,"4",129599.568348291,"1","2","4",360,NA,"9","5",2,1950,"1",49,854,7,"5","2",0,"4",0,0,"5",152720164,0,"9",5,2007,"5","2",0,"3",0,1941,"1","4",128500
621,3,"5","5",NA,484,350,1,"1","17",7,204,"5","2",10382,983,1,235,2,"7",2090,6,"3","2","7",0,"5","4",NA,"2","2",2,1973,"4","2",0,0,"1","2",1107,"3","3",NA,"4","2","1","5",859,60,"4",737880.81570951,"6","2","3",216,NA,"7","1",2,1973,"1",49,1107,7,"1","1",0,"4",32,1,"5",107785924,240,"9",11,2009,"5","2",228,"3",0,1973,"1","4",200000
622,3,"5","5",NA,558,0,1,"1","6",7,29,"5","2",10665,0,0,144,2,"13",1479,5,"3","2","7",0,NA,"2",NA,"3","6",0,2003,"4","2",0,0,"1","2",1453,NA,"3",72,"4","2","5","3",1013,20,"3",1026171.43284271,"3","2","1",440,NA,"14","1",2,2003,"1",49,1479,7,"3","2",0,"3",0,1,"5",113742225,167,"9",6,2007,"5","2",0,"3",0,2003,"1","4",226000
623,3,"5","5",NA,288,0,1,"5","20",6,28,"5","2",10762,591,1,0,1,"10",1217,6,"3","2","7",0,"5","3",NA,"2","6",1,1980,"4","2",0,0,"1","2",626,NA,"3",75,"4","2","1","3",0,160,"4",1.60662269048444,"6","2","4",626,NA,"11","5",1,1980,"4",36,626,6,"6","3",0,"4",0,0,"5",115820644,0,"9",4,2009,"5","2",0,"3",0,1980,"1","4",120000
624,2,"2","5",NA,396,0,1,"1","8",4,0,"5","6",8877,0,0,0,1,"14",1220,5,"3","2","7",0,NA,"3",NA,"2","6",0,1951,"4","2",0,0,"1","3",836,NA,"2",67,"4","2","5","3",836,20,"4",698896.198701046,"3","2","4",0,NA,"15","5",2,1951,"4",36,1220,6,"4","3",0,"4",0,0,"5",78801129,0,"1",4,2006,"5","2",0,"3",0,1951,"1","1",102000
625,3,"5","5",NA,888,0,1,"1","12",6,0,"5","2",12328,0,0,0,1,"7",1034,5,"3","2","7",0,NA,"2",NA,"2","6",0,1976,"4","2",0,0,"1","3",1012,NA,"4",NA,"4","2","5","3",539,80,"4",290520.975755715,"8","2","1",473,NA,"7","5",3,1976,"1",36,1034,6,"3","1",0,"4",0,1,"5",151979584,335,"9",5,2010,"5","2",0,"3",0,1976,"1","4",169900
626,2,"5","5",NA,756,0,1,"1","13",5,0,"5","6",8712,0,0,0,1,"9",1306,7,"3","2","7",0,NA,"3",NA,"2","6",0,1968,"4","2",0,0,"1","3",992,NA,"4",64,"4","2","5","3",860,20,"4",739600.467200373,"3","4","3",132,NA,"9","5",1,2000,"1",25,1306,5,"2","1",0,"4",0,1,"3",75898944,0,"9",5,2009,"5","2",0,"3",0,1957,"1","4",153000
627,2,"5","5",NA,592,0,1,"1","21",9,174,"5","2",14587,0,0,0,2,"13",1506,5,"3","2","7",0,"3","4",NA,"3","6",1,2008,"4","2",0,0,"1","1",1498,NA,"3",75,"4","2","5","3",0,20,"3",-0.208364936277623,"3","2","4",1498,NA,"14","1",2,2008,"1",36,1506,6,"6","1",0,"1",0,0,"5",212780569,284,"7",8,2008,"6","2",0,"3",0,2008,"1","4",264132
628,4,"5","5",NA,560,0,2,"3","12",5,0,"5","6",9297,0,0,0,2,"10",1728,5,"3","2","7",0,NA,"3",NA,"2","6",0,1976,"4","2",0,0,"1","3",1728,NA,"4",63,"4","2","5","3",1606,90,"4",2579237.62328598,"3","2","4",122,NA,"11","5",2,1976,"4",64,1728,8,"1","3",0,"4",0,2,"5",86434209,0,"9",7,2006,"4","2",0,"3",0,1976,"1","4",188000
629,2,"5","5",NA,765,0,1,"1","24",9,68,"5","2",14601,0,0,270,2,"13",1838,5,"3","2","7",0,"3","2",NA,"3","6",1,2006,"4","2",0,0,"1","1",1838,NA,"1",85,"4","2","5","3",1260,20,"1",1587599.06614711,"3","4","1",578,NA,"14","1",3,2006,"4",64,1838,8,"3","3",0,"1",0,1,"5",213189201,584,"9",3,2009,"5","2",0,"3",0,2006,"1","4",315000
630,3,"5","2",NA,200,0,1,"1","8",5,0,"5","6",9084,495,0,48,1,"13",1111,6,"3","1","7",0,NA,"3",NA,"2","5",0,1941,"4","2",0,0,"1","3",616,NA,"4",60,"4","2","5","1",236,50,"4",55696.9998702669,"1","2","3",0,NA,"14","5",1,1950,"4",25,616,5,"4","3",1,"4",380,0,"5",82519056,0,"5",3,2008,"5","2",0,"3",0,1941,"1","1",95000
631,1,"5",NA,NA,0,0,1,"1","18",4,0,NA,NA,5500,0,0,0,1,"9",882,6,"3","2","7",0,NA,"3","3","2","6",0,NA,"4","2",0,0,"1",NA,882,NA,"4",55,"4","2","5","3",0,45,"4",-1.05026019360954,"2","2","4",882,NA,"9","1",0,1956,"4",16,882,4,"6","3",0,"4",0,0,"5",30250000,0,"9",4,2007,"5","2",0,"3",0,1956,"1","4",103200
632,2,"5","5","2",528,0,1,"5","21",6,234,"5","6",3951,612,1,0,2,"13",1224,5,"3","2","7",0,NA,"4",NA,"3","6",0,2009,"4","2",0,0,"1","2",612,NA,"3",40,"2","2","1","3",0,160,"3",1.89948065707091,"6","2","1",612,NA,"14","1",2,2009,"4",16,612,4,"6","2",0,"3",0,0,"5",15610401,76,"7",6,2009,"6","2",0,"3",0,2009,"1","4",164500
633,3,"5","5",NA,902,0,1,"1","13",5,0,"5","6",8750,0,0,0,1,"9",1002,6,"3","2","7",0,NA,"2","3","2","6",0,1973,"4","2",0,0,"1","3",1002,NA,"4",NA,"4","2","5","3",828,20,"4",685583.459241999,"3","2","4",174,NA,"9","5",2,1970,"1",25,1002,5,"2","3",0,"4",0,1,"5",76562500,76,"9",8,2009,"5","2",0,"3",0,1970,"1","4",148500
634,2,"5","5",NA,874,0,1,"1","16",9,49,"5","2",11846,0,0,206,2,"13",1792,5,"3","2","7",0,"3","2",NA,"3","6",1,2003,"2","2",0,0,"1","1",1792,NA,"1",72,"4","2","5","3",1567,20,"3",2455488.67749423,"3","4","2",225,NA,"14","1",3,2004,"1",36,1792,6,"3","3",0,"1",0,1,"5",140327716,562,"9",8,2006,"5","2",0,"3",0,2003,"1","4",374000
635,2,"5","3",NA,504,0,1,"1","20",5,0,"5","2",9180,0,0,240,1,"7",884,7,"3","2","7",0,NA,"3","3","2","4",0,1983,"4","2",0,0,"1","2",840,NA,"3",NA,"4","2","2","3",747,85,"4",558008.813829961,"7","2","1",0,NA,"7","3",2,1983,"1",25,884,5,"1","2",0,"3",93,1,"5",84272400,0,"9",12,2007,"5","2",0,"3",0,1983,"1","4",144000
636,3,"5","5",NA,583,0,1,"1","6",7,170,"5","6",9750,989,1,253,2,"13",2097,6,"3","2","7",0,"5","3",NA,"3","6",1,1998,"4","2",0,0,"1","2",1108,NA,"3",75,"4","2","1","3",975,60,"4",950624.93496784,"6","2","1",133,NA,"14","1",2,1998,"4",64,1108,8,"3","2",0,"3",0,1,"5",95062500,0,"9",6,2006,"5","2",0,"3",0,1998,"1","4",274300
637,5,"5","5",NA,564,2000,1,"1","17",7,112,"5","2",16692,1392,1,0,3,"10",2784,5,"3","2","7",440,"5","2","3","2","4",2,1978,"4","2",519,0,"1","2",1392,"4","3",80,"4","2","5","7",790,60,"4",624100.641400318,"6","2","4",133,"2","11","5",2,1978,"1",144,1392,12,"2","1",0,"3",469,1,"5",278622864,184,"9",7,2006,"5","2",0,"3",0,1978,"1","4",250000
638,2,"5","5",NA,608,0,1,"5","22",8,152,"5","2",5389,0,0,237,2,"6",1616,5,"3","2","7",0,"5","3",NA,"3","6",1,1995,"4","2",0,0,"1","2",1595,NA,"3",39,"4","2","5","3",1180,120,"3",1392400.96426699,"3","2","4",415,NA,"6","1",2,1996,"1",25,1616,5,"3","2",0,"3",0,1,"5",29041321,0,"9",3,2010,"5","2",0,"3",0,1995,"1","4",236500
639,3,"5","5",NA,540,0,1,"1","7",6,44,"5","2",21695,0,0,292,2,"14",1680,9,"3","2","7",0,"3","2",NA,"2","6",1,1988,"4","2",0,0,"1","1",880,NA,"3",NA,"4","2","1","3",808,20,"3",652863.143924641,"3","4","4",72,NA,"11","1",2,2007,"1",25,1680,5,"3","3",0,"3",0,1,"3",470673025,260,"9",12,2009,"5","2",0,"3",182,1988,"1","4",222000
640,4,"5","5",NA,505,0,1,"1","13",7,0,"5","2",27650,0,0,0,2,"14",2069,7,"3","2","7",0,"3","3",NA,"2","6",1,1960,"2","2",0,0,"1","2",585,NA,"3",313,"4","6","5","4",425,20,"4",180626.253484296,"3","1","2",160,NA,"15","1",2,2007,"2",81,2069,9,"3","3",0,"3",0,1,"5",764522500,0,"9",11,2008,"5","2",0,"3",0,1960,"2","4",242000
641,3,"5","5",NA,660,0,1,"1","6",7,24,"5","2",11645,0,0,160,2,"13",1734,5,"3","2","7",0,NA,"3",NA,"3","6",0,2005,"4","2",0,0,"1","1",1734,NA,"3",78,"4","2","5","3",1300,20,"3",1689998.95899862,"3","2","1",434,NA,"14","1",2,2005,"4",49,1734,7,"3","2",0,"3",0,1,"5",135606025,0,"9",1,2006,"5","2",0,"3",0,2005,"1","4",260000
642,4,"5","5",NA,404,0,1,"1","13",5,0,"5","3",7910,0,0,0,2,"4",1507,5,"3","2","1",0,NA,"3","2","2","6",0,1960,"4","2",0,0,"1","3",1075,NA,"4",70,"4","2","5","3",666,80,"4",443556.040487033,"8","4","4",409,NA,"7","3",1,1960,"4",49,1507,7,"1","3",0,"4",0,0,"5",62568100,0,"9",8,2008,"5","2",0,"3",0,1960,"1","4",127000
